Final Error,Time in Miliseconds,Input Acceleration,Input Velocity,
160.0,0.0,-0.0016616966400000003
159.9999833830336,0.01,-0.00338502822336
159.99994953275137,0.02,-0.005169932942559408
159.99989783342195,0.03,-0.007016349038910251
159.99982766993156,0.04,-0.008924214802270935
159.99973842778354,0.05,-0.010893468570760526
159.99962949309784,0.06,-0.012924048730473552
159.99950025261055,0.07,-0.014952597221769356
159.99935072663834,0.08,-0.016979115873461396
159.99918093547961,0.09,-0.019003606512737282
159.99899089941448,0.1,-0.021026070965160217
159.99878063870483,0.11,-0.023046511054670437
159.99855017359428,0.12,-0.025064928603586657
159.99829952430824,0.13,-0.027081325432607505
159.9980287110539,0.14,-0.029095703360812967
159.9977377540203,0.15,-0.031108064205665812
159.99742667337824,0.16,-0.033118409783013045
159.9970954892804,0.17,-0.03512674190708731
159.99674422186135,0.18,-0.03713306239050836
159.99637289123746,0.19,-0.039137373044284475
159.995981517507,0.2,-0.04113967567781389
159.99557012075022,0.21,-0.0431399720988862
159.99513872102924,0.22,-0.045138264113683844
159.9946873383881,0.23,-0.047134553526783474
159.99421599285284,0.24,-0.04912884214115742
159.99372470443143,0.25,-0.05112113175817509
159.99321349311384,0.26,-0.053111424177604415
159.99268237887208,0.27,-0.05509972119761325
159.9921313816601,0.28,-0.057086024614770796
159.99156052141396,0.29,-0.05907033622404904
159.99096981805172,0.3,-0.06105265781882415
159.99035929147354,0.31,-0.0630329911908779
159.98972896156164,0.32,-0.06501133813039907
159.98907884818033,0.33,-0.0669877004259849
159.98840897117606,0.34,-0.06896207986464246
159.9877193503774,0.35000000000000003,-0.0709344782317901
159.9870100055951,0.36,-0.0729048973112588
159.98628095662198,0.37,-0.07487333888529367
159.98553222323312,0.38,-0.07683980473455525
159.98476382518578,0.39,-0.07880429663812102
159.9839757822194,0.4,-0.08076681637348673
159.98316811405567,0.41000000000000003,-0.08272736571656786
159.9823408403985,0.42,-0.08468594644170094
159.9814939809341,0.43,-0.08664256032164505
159.98062755533087,0.44,-0.08859720912758318
159.9797415832396,0.45,-0.09054989462912358
159.9788360842933,0.46,-0.09250061859430125
159.97791107810735,0.47000000000000003,-0.09444938278957928
159.97696658427947,0.48,-0.09639618897985022
159.97600262238967,0.49,-0.09834103892843755
159.97501921200038,0.5,-0.10028393439709701
159.9740163726564,0.51,-0.10222487714601802
159.97299412388494,0.52,-0.10416386893382507
159.9719524851956,0.53,-0.10610091151757908
159.97089147608042,0.54,-0.10803600665277883
159.9698111160139,0.55,-0.10996915609336233
159.96871142445295,0.56,-0.11190036159170817
159.96759242083704,0.5700000000000001,-0.11382962489863699
159.96645412458804,0.58,-0.11575694776341275
159.9652965551104,0.59,-0.11768233193374421
159.96411973179107,0.6,-0.11960577915578624
159.9629236739995,0.61,-0.12152729117414128
159.96170840108778,0.62,-0.12344686973186063
159.96047393239047,0.63,-0.12536451657044587
159.95922028722475,0.64,-0.12728023342985023
159.95794748489047,0.65,-0.12919402204848
159.95665554466999,0.66,-0.1311058841631958
159.95534448582836,0.67,-0.13301582150931407
159.95401432761327,0.68,-0.1349238358206084
159.95266508925505,0.6900000000000001,-0.1368299288293109
159.95129678996676,0.7000000000000001,-0.13873410226611346
159.9499094489441,0.71,-0.14063635786016934
159.9485030853655,0.72,-0.14253669733909435
159.9470777183921,0.73,-0.14443512242896828
159.94563336716783,0.74,-0.14633163485433628
159.94417005081928,0.75,-0.1482262363382102
159.94268778845588,0.76,-0.1501189286020699
159.94118659916987,0.77,-0.15200971336586475
159.9396665020362,0.78,-0.1538985923480148
159.93812751611273,0.79,-0.15578556726541237
159.93656966044009,0.8,-0.15767063983342314
159.93499295404175,0.81,-0.15955381176588773
159.93339741592408,0.8200000000000001,-0.16143508477512297
159.93178306507633,0.8300000000000001,-0.16331446057192317
159.93014992047063,0.84,-0.1651919408655616
159.92849800106197,0.85,-0.1670675273637918
159.92682732578834,0.86,-0.16894122177284884
159.9251379135706,0.87,-0.17081302579745086
159.92342978331263,0.88,-0.1726829411408002
159.92170295390122,0.89,-0.17455096950458496
159.91995744420618,0.9,-0.17641711258898007
159.91819327308028,0.91,-0.17828137209264894
159.91641045935935,0.92,-0.18014374971274458
159.91460902186222,0.93,-0.18200424714491106
159.91278897939077,0.9400000000000001,-0.18386286608328478
159.91095035072993,0.9500000000000001,-0.18571960822049582
159.90909315464773,0.96,-0.18757447524766935
159.90721740989525,0.97,-0.18942746885442685
159.90532313520671,0.98,-0.1912785907288875
159.90341034929943,0.99,-0.19312784255766957
159.90147907087385,1.0,-0.19497522602589165
159.8995293186136,1.01,-0.19682074281717402
159.8975611111854,1.02,-0.19866439461364002
159.89557446723927,1.03,-0.20050618309591733
159.8935694054083,1.04,-0.20234610994313937
159.89154594430886,1.05,-0.20418417683294648
159.88950410254054,1.06,-0.2060203854414874
159.88744389868612,1.07,-0.20785473744342053
159.8853653513117,1.08,-0.2096872345119152
159.88326847896658,1.09,-0.21151787831865312
159.8811533001834,1.1,-0.21334667053382958
159.87901983347805,1.11,-0.2151736128261548
159.87686809734979,1.12,-0.2169987068628553
159.87469811028114,1.1300000000000001,-0.2188219543096752
159.87250989073806,1.1400000000000001,-0.22064335683087744
159.87030345716974,1.1500000000000001,-0.22246291608924526
159.86807882800883,1.16,-0.22428063374608337
159.86583602167138,1.17,-0.2260965114612193
159.86357505655678,1.18,-0.22791055089300483
159.86129595104785,1.19,-0.22972275369831704
159.85899872351087,1.2,-0.23153312153255992
159.85668339229554,1.21,-0.23334165604966545
159.85434997573503,1.22,-0.23514835890209507
